0,0,0,-5500,0,-0.0001,0
0.01,0.699963125017602,0,-5499.99952877693,0,-0.075490220326863,0
0.02,1.39985265381165,0,-5499.99819178004,0,-0.142006962064904,0
0.03,2.09966898324132,0,-5499.99609232741,0,-0.200494898345989,0
0.04,2.79941267161451,0,-5499.99332387305,0,-0.251719857081919,0
0.05,3.49908437838008,0,-5499.98997093983,0,-0.296374913962626,0
0.06,4.19868481797051,0,-5499.98610996939,0,-0.335087295226273,0
0.07,4.89821472489767,0,-5499.98181009128,0,-0.368424627070803,0
0.08,5.59767482776612,0,-5499.97713381889,0,-0.39690059325725,0
0.09,6.29706583032192,0,-5499.97213767922,0,-0.420980056710031,0
0.1,6.99638839802289,0,-5499.96687278276,0,-0.441083695700847,0
0.11,7.69564314891519,0,-5499.96138533907,0,-0.457592200464287,0
0.12,8.39483064784304,0,-5499.95571712334,0,-0.470850071791956,0
0.13,9.0939514032146,0,-5499.9499058985,0,-0.481169059248937,0
0.14,9.79300586570546,0,-5499.94398579719,0,-0.488831273115637,0
0.15,10.4919944284093,0,-5499.93798766735,0,-0.494092000946767,0
0.16,11.1909174280484,0,-5499.93193938488,0,-0.497182256727419,0
0.17,11.8897751469392,0,-5499.92586613658,0,-0.498311087966429,0
0.18,12.5885678154766,0,-5499.91979067613,0,-0.497667663674596,0
0.19,13.287295614951,0,-5499.91373355568,0,-0.495423164006965,0
0.2,13.9859586805578,0,-5499.90771333544,0,-0.491732490383659,0
0.21,14.6845571120667,0,-5499.9017477017,0,-0.48650913268074,0
0.22,15.3830909951326,0,-5499.89585625268,0,-0.479680782621117,0
0.23,16.0815603738713,0,-5499.89005759013,0,-0.471401503383114,0
0.24,16.7799652455445,0,-5499.88436851032,0,-0.461812297476751,0
0.25,17.4783055641112,0,-5499.87880416945,0,-0.451040757263624,0
0.26,18.1765812437282,0,-5499.87337823981,0,-0.439202340015773,0
0.27,18.8747921620984,0,-5499.86810305093,0,-0.426401521784075,0
0.28,19.5729381636466,0,-5499.86298971744,0,-0.412732841586003,0
0.29,20.2710190625056,0,-5499.85804825464,0,-0.398281846331149,0
0.3,20.9690346453504,0,-5499.85328768986,0,-0.383124303318377,0
0.31,21.6669846740445,0,-5499.84871616931,0,-0.367330469251113,0
0.32,22.3648688877634,0,-5499.84434100249,0,-0.350965452779928,0
0.33,23.0626870053506,0,-5499.84016875534,0,-0.334086580438561,0
0.34,23.7604387274017,0,-5499.83620532733,0,-0.316745725454886,0
0.35,24.4581237381263,0,-5499.83245601492,0,-0.29898982637081,0
0.36,25.1557417070494,0,-5499.82892556891,0,-0.280861356345226,0
0.37,25.853292290562,0,-5499.82561824637,0,-0.26239874782852,0
0.38,26.5507751333318,0,-5499.82253785763,0,-0.243636776851616,0
0.39,27.248189869584,0,-5499.81968780877,0,-0.224606910769401,0
0.4,27.9455361242626,0,-5499.81707114008,0,-0.205337622933408,0
0.41,28.6428135143893,0,-5499.81469066462,0,-0.185829294689297,0
0.42,29.3400216504067,0,-5499.81254929793,0,-0.166081460831543,0
0.43,30.0371601352246,0,-5499.81064976114,0,-0.146118316786758,0
0.44,30.7342285645885,0,-5499.8089944807,0,-0.125963354789754,0
0.45,31.4312265279058,0,-5499.80758560997,0,-0.105637831558725,0
0.46,32.1281536090169,0,-5499.80642505525,0,-0.0851609809023055,0
0.47,32.8250093868885,0,-5499.80551449922,0,-0.0645502061068418,0
0.48,33.5217934362388,0,-5499.80485542224,0,-0.0438212540267739,0
